,location,total_sqft,bath,price,bhk
8797,"DHA Defence, Karachi, Sindh",812,1,26,1
8798,"DHA Defence, Karachi, Sindh",1015,2,60,2
8799,"DHA Defence, Karachi, Sindh",1500,6,145,5
8802,"Gulshan Iqbal, Karachi, Sindh ",1457,2,85,2
8804,"Gulshan Iqbal, Karachi, Sindh ",420,1,17,1
8807,"Gulshan Iqbal, Karachi, Sindh ",1315,2,85.4,3
8809,"Gulshan Iqbal, Karachi, Sindh ",1127,2,68,2
8810,"Gulshan Iqbal, Karachi, Sindh ",1397,3,104,3
8812,"Gulshan Iqbal, Karachi, Sindh ",2720,5,210,3
8813,"Gulshan Iqbal, Karachi, Sindh ",3200,3,190,4
8816,"Gulshan Iqbal, Karachi, Sindh ",1241,2,82,2
8817,"Gulshan Iqbal, Karachi, Sindh ",660,1,62,1
8819,"Gulshan Iqbal, Karachi, Sindh ",1327,2,85,2
8821,"Gulshan Iqbal, Karachi, Sindh ",650,1,30,1
8822,"Gulshan Iqbal, Karachi, Sindh ",1200,3,67.75,3
8823,"Gulshan Iqbal, Karachi, Sindh ",1500,2,89.99,3
8826,"Gulshan Iqbal, Karachi, Sindh ",1819.18,3,160,3
8827,"Gulshan Iqbal, Karachi, Sindh ",1355,3,83.87,3
8829,"Gulshan Iqbal, Karachi, Sindh ",1132,2,89.37,2
8830,"Gulshan Iqbal, Karachi, Sindh ",794,1,65,1
8833,"Gulshan Iqbal, Karachi, Sindh ",1269,2,75,2
8834,"Gulshan Iqbal, Karachi, Sindh ",1208,2,70,2
8836,"Gulshan Iqbal, Karachi, Sindh ",1365,2,122,2
8839,"Gulshan Iqbal, Karachi, Sindh ",1475,3,96,3
8840,"Gulshan Iqbal, Karachi, Sindh ",1360,2,70.5,3
8842,"Gulshan Iqbal, Karachi, Sindh ",1730,3,120,3
8843,"Gulshan Iqbal, Karachi, Sindh ",1500,3,102,3
8844,"Gulshan Iqbal, Karachi, Sindh ",3785,6,280,4
8845,"Gulshan Iqbal, Karachi, Sindh ",3500,4,245,4
8846,"Gulshan Iqbal, Karachi, Sindh ",2238,3,140,3
8847,"Gulshan Iqbal, Karachi, Sindh ",1088,2,68,2
8848,"Gulshan Iqbal, Karachi, Sindh ",3800,5,300,4
8849,"Gulshan Iqbal, Karachi, Sindh ",2113,3,155,3
8855,"Gulshan Iqbal, Karachi, Sindh ",1150,2,75,2
8856,"Gulshan Iqbal, Karachi, Sindh ",703,1,52,1
8863,"Gulshan Iqbal, Karachi, Sindh ",1197,2,79,2
8864,"Gulshan Iqbal, Karachi, Sindh ",2690,4,191,4
8868,"Gulshan Iqbal, Karachi, Sindh ",1132,2,79.28,2
8869,"Gulshan Iqbal, Karachi, Sindh ",1645,3,135,3
8871,"Gulshan Iqbal, Karachi, Sindh ",1937,3,140,3
8874,"Gulshan Iqbal, Karachi, Sindh ",1350,2,80.99,3
8875,"Gulshan Iqbal, Karachi, Sindh ",1566,3,97,3
8876,"Gulshan Iqbal, Karachi, Sindh ",1500,4,110,4
8878,"Gulshan Iqbal, Karachi, Sindh ",1839,3,165,3
8887,"Gulshan Iqbal, Karachi, Sindh ",1315,2,74,3
8896,"Gulshan Iqbal, Karachi, Sindh ",1535,3,86,3
8897,"Gulshan Iqbal, Karachi, Sindh ",1392,2,130,2
8898,"Gulshan Iqbal, Karachi, Sindh ",1050,2,72,2
8899,"Gulshan Iqbal, Karachi, Sindh ",1513,3,103,3
8903,"Gulshan Iqbal, Karachi, Sindh ",1355,3,83.87,3
8904,"Gulshan Iqbal, Karachi, Sindh ",1200,6,70,4
8906,"Gulshan Iqbal, Karachi, Sindh ",1500,3,149,3
8910,"Gulshan Iqbal, Karachi, Sindh ",1559,3,127,3
8912,"Gulshan Iqbal, Karachi, Sindh ",1750,3,150,3
8913,"Gulshan Iqbal, Karachi, Sindh ",1868,3,135,3
8915,"Gulshan Iqbal, Karachi, Sindh ",1691,3,98,3
8916,"Gulshan Iqbal, Karachi, Sindh ",1896,3,125,4
8917,"Gulshan Iqbal, Karachi, Sindh ",605,1,40,1
8922,"Gulshan Iqbal, Karachi, Sindh ",1255,2,74,2
8923,"Gulshan Iqbal, Karachi, Sindh ",1500,2,100,3
8924,"Gulshan Iqbal, Karachi, Sindh ",1296,2,72,2
8928,"Gulshan Iqbal, Karachi, Sindh ",1530,3,77,3
8930,"Gulshan Iqbal, Karachi, Sindh ",1605,2,85,3
8933,"Gulshan Iqbal, Karachi, Sindh ",1725,3,130,3
8935,"Gulshan Iqbal, Karachi, Sindh ",3198,4,250,4
8939,"Gulshan Iqbal, Karachi, Sindh ",1200,2,70,2
8942,"Gulshan Iqbal, Karachi, Sindh ",2600,3,195,3
8945,"Gulshan Iqbal, Karachi, Sindh ",1880,3,95,3
8946,"Gulshan Iqbal, Karachi, Sindh ",1575,3,90,3
8947,"Gulshan Iqbal, Karachi, Sindh ",1630,2,97.78,3
8951,"Gulshan Iqbal, Karachi, Sindh ",1900,4,145,3
8954,"Gulshan Iqbal, Karachi, Sindh ",1000,2,65.3,2
8957,"Gulshan Iqbal, Karachi, Sindh ",1890,3,162,3
8958,"Gulshan Iqbal, Karachi, Sindh ",500,1,24,1
8959,"Gulshan Iqbal, Karachi, Sindh ",1304,3,80,3
8960,"Gulshan Iqbal, Karachi, Sindh ",1653,3,120,3
8965,"Gulshan Iqbal, Karachi, Sindh ",1200,2,100,2
8966,"Gulshan Iqbal, Karachi, Sindh ",1532,3,83,3
8967,"Gulshan Iqbal, Karachi, Sindh ",2776,4,195,3
8972,"Gulshan Iqbal, Karachi, Sindh ",1260,2,70,2
8975,"Gulshan Iqbal, Karachi, Sindh ",1476,3,95,3
8976,"Gulshan Iqbal, Karachi, Sindh ",1185,2,85,2
8977,"Gulshan Iqbal, Karachi, Sindh ",1265,2,82,3
8982,"Gulshan Iqbal, Karachi, Sindh ",1850,3,98,3
8983,"Gulshan Iqbal, Karachi, Sindh ",1195,2,70,2
8984,"Gulshan Iqbal, Karachi, Sindh ",2000,3,185,3
8988,"Gulshan Iqbal, Karachi, Sindh ",2360,4,150,4
8989,"Gulshan Iqbal, Karachi, Sindh ",1030,2,77.25,2
8993,"Gulshan Iqbal, Karachi, Sindh ",1485,3,115,3
8995,"Gulshan Iqbal, Karachi, Sindh ",1407,3,120,3
8996,"Gulshan Iqbal, Karachi, Sindh ",1482,2,97,3
8997,"Gulshan Iqbal, Karachi, Sindh ",1163,2,98.86,2
8998,"Gulshan Iqbal, Karachi, Sindh ",1570,3,140,3
8999,"Gulshan Iqbal, Karachi, Sindh ",3480,4,284,3
9000,"Gulshan Iqbal, Karachi, Sindh ",520,1,14.04,1
9001,"Gulshan Iqbal, Karachi, Sindh ",2000,3,160,3
9002,"Gulshan Iqbal, Karachi, Sindh ",1352,2,75,2
9003,"Gulshan Iqbal, Karachi, Sindh ",1152,2,65,2
9004,"Gulshan Iqbal, Karachi, Sindh ",1575,3,93,3
9005,"Gulshan Iqbal, Karachi, Sindh ",1965,4,125,3
9006,"Gulshan Iqbal, Karachi, Sindh ",1300,2,70,3
9013,"Gulshan Iqbal, Karachi, Sindh ",1788,3,90,3
9018,"Gulshan Iqbal, Karachi, Sindh ",1175,2,82.5,2
9019,"Gulshan Iqbal, Karachi, Sindh ",1150,2,70,2
9021,"Gulshan Iqbal, Karachi, Sindh ",1007,2,65,2
9025,"Gulshan Iqbal, Karachi, Sindh ",2372,3,140,3
9026,"Gulshan Iqbal, Karachi, Sindh ",1016,2,58,2
9029,"Gulshan Iqbal, Karachi, Sindh ",1070,2,60,2
9030,"Gulshan Iqbal, Karachi, Sindh ",1532,3,115,3
9032,"Gulshan Iqbal, Karachi, Sindh ",3100,3,250,3
9035,"Gulshan Iqbal, Karachi, Sindh ",1251,2,88.73,2
9038,"Gulshan Iqbal, Karachi, Sindh ",1627.86,3,88,3
9039,"Gulshan Iqbal, Karachi, Sindh ",1182,2,82.5,2
9040,"Gulshan Iqbal, Karachi, Sindh ",3900,5,360,4
9043,"Gulshan Iqbal, Karachi, Sindh ",1430,2,75,3
9045,"Gulshan Iqbal, Karachi, Sindh ",993,2,50,3
9046,"Gulshan Iqbal, Karachi, Sindh ",1270,2,78,2
9047,"Gulshan Iqbal, Karachi, Sindh ",1109,2,63,2
9048,"Gulshan Iqbal, Karachi, Sindh ",2600,3,237,3
9050,"Gulshan Iqbal, Karachi, Sindh ",1125,2,65,2
9051,"Gulshan Iqbal, Karachi, Sindh ",1825,3,126,3
9052,"Gulshan Iqbal, Karachi, Sindh ",1320,2,79.5,2
9053,"Gulshan Iqbal, Karachi, Sindh ",750,2,52.7,2
9054,"Gulshan Iqbal, Karachi, Sindh ",1400,2,80.54,3
9056,"Gulshan Iqbal, Karachi, Sindh ",1200,2,75,2
9057,"Gulshan Iqbal, Karachi, Sindh ",2400,3,165,3
9058,"Gulshan Iqbal, Karachi, Sindh ",1300,2,102,2
9061,"Gulshan Iqbal, Karachi, Sindh ",1152,2,65.75,2
9062,"Gulshan Iqbal, Karachi, Sindh ",550,1,21,1
9065,"Gulshan Iqbal, Karachi, Sindh ",1419,2,73,3
9068,"Gulshan Iqbal, Karachi, Sindh ",1856,3,135,3
9069,"Gulshan Iqbal, Karachi, Sindh ",2100,6,71,6
9070,"Gulshan Iqbal, Karachi, Sindh ",2094,2,113.19,3
9074,"Gulshan Iqbal, Karachi, Sindh ",1036,2,59.46,2
9075,"Gulshan Iqbal, Karachi, Sindh ",3445,5,270,4
9076,"Gulshan Iqbal, Karachi, Sindh ",1400,2,80,2
9078,"Gulshan Iqbal, Karachi, Sindh ",715,1,45,1
9081,"Gulshan Iqbal, Karachi, Sindh ",1400,2,85,3
9083,"Gulshan Iqbal, Karachi, Sindh ",1700,3,140,3
9084,"Gulshan Iqbal, Karachi, Sindh ",1591,3,120,3
9085,"Gulshan Iqbal, Karachi, Sindh ",1515,2,79,3
9086,"Gulshan Iqbal, Karachi, Sindh ",1382,2,76.18,3
9087,"Gulshan Iqbal, Karachi, Sindh ",1533,3,150,3
9089,"Gulshan Iqbal, Karachi, Sindh ",1500,2,120,3
9092,"Gulshan Iqbal, Karachi, Sindh ",620,1,27,1
9093,"Gulshan Iqbal, Karachi, Sindh ",4827,4,400,4
9095,"Gulshan Iqbal, Karachi, Sindh ",1405,2,84.5,2
9097,"Gulshan Iqbal, Karachi, Sindh ",1174,2,78,2
9098,"Gulshan Iqbal, Karachi, Sindh ",1155,2,72,2
9099,"Gulshan Iqbal, Karachi, Sindh ",1411,3,93.04,3
9100,"Gulshan Iqbal, Karachi, Sindh ",745,2,50,2
9105,"Gulshan Iqbal, Karachi, Sindh ",1355,2,95,2
9106,"Gulshan Iqbal, Karachi, Sindh ",833,1,49,1
9108,"Gulshan Iqbal, Karachi, Sindh ",1594,3,125,3
9113,"Gulshan Iqbal, Karachi, Sindh ",3000,5,270,4
9114,"Gulshan Iqbal, Karachi, Sindh ",1385,2,76.18,3
9115,"Gulshan Iqbal, Karachi, Sindh ",1207,2,79.9,2
9117,"Gulshan Iqbal, Karachi, Sindh ",1220,2,68,2
9118,"Gulshan Iqbal, Karachi, Sindh ",3596,5,252,4
9119,"Gulshan Iqbal, Karachi, Sindh ",1965,3,120,3
9120,"Gulshan Iqbal, Karachi, Sindh ",1760,2,115,3
9121,"Gulshan Iqbal, Karachi, Sindh ",1225,2,70,2
9123,"Gulshan Iqbal, Karachi, Sindh ",1891,3,109,3
9124,"Gulshan Iqbal, Karachi, Sindh ",1322,2,86,2
9126,"Gulshan Iqbal, Karachi, Sindh ",1545,3,85,3
9127,"Gulshan Iqbal, Karachi, Sindh ",1996,3,135,3
9130,"Gulshan Iqbal, Karachi, Sindh ",1350,2,110,2
9131,"Gulshan Iqbal, Karachi, Sindh ",2275,4,180,3
9134,"Gulshan Iqbal, Karachi, Sindh ",708,1,28.32,1
9135,"Gulshan Iqbal, Karachi, Sindh ",1680,3,160,3
9136,"Gulshan Iqbal, Karachi, Sindh ",1400,2,82,2
9138,"Gulshan Iqbal, Karachi, Sindh ",3300,6,165,6
9139,"Gulshan Iqbal, Karachi, Sindh ",1428,2,80,3
9140,"Gulshan Iqbal, Karachi, Sindh ",3252,4,280,4
9142,"Gulshan Iqbal, Karachi, Sindh ",1200,2,68,3
9143,"Gulshan Iqbal, Karachi, Sindh ",1232,2,69.61,2
9144,"Gulshan Iqbal, Karachi, Sindh ",1868,3,120,3
9146,"Gulshan Iqbal, Karachi, Sindh ",1185,2,70,2
9147,"Gulshan Iqbal, Karachi, Sindh ",1100,2,70,2
9148,"Landhi , Karachi, Sindh ",1325,2,65,2
9149,"Landhi , Karachi, Sindh ",1662,3,90,3
9150,"Landhi , Karachi, Sindh ",1556,3,86,3
9151,"Landhi , Karachi, Sindh ",1205,2,70,2
9152,"Landhi , Karachi, Sindh ",1194,2,65,2
9153,"Landhi , Karachi, Sindh ",1200,2,75,2
9156,"Landhi , Karachi, Sindh ",929,2,56,2
9161,"Landhi , Karachi, Sindh ",1850,3,140,3
9162,"Landhi , Karachi, Sindh ",1073,2,60,2
9164,"Landhi , Karachi, Sindh ",1900,3,155,3
9165,"Landhi , Karachi, Sindh ",1910,3,142,3
9169,"Landhi , Karachi, Sindh ",1200,1,95,2
9171,"Landhi , Karachi, Sindh ",2856,5,154.5,4
9172,"Landhi , Karachi, Sindh ",1689,3,103,3
9173,"Landhi , Karachi, Sindh ",1031,2,53,2
9177,"Landhi , Karachi, Sindh ",1100,2,61,2
9178,"Landhi , Karachi, Sindh ",1250,2,77.88,3
9181,"Landhi , Karachi, Sindh ",1500,2,78,3
9182,"Landhi , Karachi, Sindh ",1942,3,155,3
9183,"Landhi , Karachi, Sindh ",1985,3,130,3
9184,"Landhi , Karachi, Sindh ",950,1,39.9,1
9185,"Landhi , Karachi, Sindh ",1200,4,80,3
9186,"Landhi , Karachi, Sindh ",1752,3,105,3
9187,"Landhi , Karachi, Sindh ",1480,2,84,3
9188,"Landhi , Karachi, Sindh ",1826,3,130,3
9191,"Landhi , Karachi, Sindh ",1667,3,92,3
9192,"Landhi , Karachi, Sindh ",934,2,55,2
9198,"Landhi , Karachi, Sindh ",1330,2,64,2
9199,"Landhi , Karachi, Sindh ",1012,2,54.59,2
9202,"Landhi , Karachi, Sindh ",1830,4,150,3
9203,"Landhi , Karachi, Sindh ",935,2,51.5,2
9204,"Landhi , Karachi, Sindh ",1678,3,92.13,3
9205,"Landhi , Karachi, Sindh ",1410,2,80,3
9206,"Landhi , Karachi, Sindh ",1125,2,65,2
9208,"Landhi , Karachi, Sindh ",1200,2,79,2
9212,"Landhi , Karachi, Sindh ",651,1,17.5,1
9213,"Landhi , Karachi, Sindh ",2856,5,158.5,4
9216,"Landhi , Karachi, Sindh ",1100,2,54,2
9217,"Landhi , Karachi, Sindh ",975,2,65,2
9219,"Landhi , Karachi, Sindh ",1200,4,95,4
9220,"Landhi , Karachi, Sindh ",610,1,39,1
9223,"Landhi , Karachi, Sindh ",1447,2,75.97,2
9224,"Landhi , Karachi, Sindh ",2882,5,158,4
9229,"Landhi , Karachi, Sindh ",1717,3,99,3
9231,"Landhi , Karachi, Sindh ",1100,2,58,2
9232,"Landhi , Karachi, Sindh ",1200,1,48,1
9233,"Landhi , Karachi, Sindh ",1500,1,75,1
9234,"Landhi , Karachi, Sindh ",1255,2,90,3
9235,"Landhi , Karachi, Sindh ",1220,2,88,2
9237,"Landhi , Karachi, Sindh ",1281,2,87,2
9238,"Landhi , Karachi, Sindh ",1237,2,73,2
9239,"Landhi , Karachi, Sindh ",1300,2,70,2
9242,"Landhi , Karachi, Sindh ",3900,5,310,4
9243,"Landhi , Karachi, Sindh ",1186,2,65,2
9244,"Landhi , Karachi, Sindh ",750,2,35.5,2
9245,"Landhi , Karachi, Sindh ",1430,2,78.65,3
9246,"Landhi , Karachi, Sindh ",1056,2,68,2
9247,"Landhi , Karachi, Sindh ",1190,2,70,2
9248,"Landhi , Karachi, Sindh ",2690,4,185,4
9250,"Landhi , Karachi, Sindh ",1102,2,52,2
9252,"Landhi , Karachi, Sindh ",2968,3,225,3
9254,"Landhi , Karachi, Sindh ",1345,2,106,2
9255,"Landhi , Karachi, Sindh ",1594,3,99,3
9256,"Landhi , Karachi, Sindh ",1250,2,68,2
9257,"Landhi , Karachi, Sindh ",1056,2,60,2
9259,"Landhi , Karachi, Sindh ",814,2,42,2
9262,"Landhi , Karachi, Sindh ",1065,2,56.13,2
9263,"Landhi , Karachi, Sindh ",1411,3,93.15,3
9265,"Landhi , Karachi, Sindh ",1494,3,82,3
9266,"Landhi , Karachi, Sindh ",1949,3,129,3
9268,"Landhi , Karachi, Sindh ",883,2,45,2
9269,"Landhi , Karachi, Sindh ",3200,4,280,4
9270,"Landhi , Karachi, Sindh ",1213,2,63,2
9272,"Landhi , Karachi, Sindh ",2932,5,195,4
9273,"Landhi , Karachi, Sindh ",1755,3,130,3
9274,"Landhi , Karachi, Sindh ",1760,3,140,3
9276,"Landhi , Karachi, Sindh ",1215,2,59,2
9277,"Landhi , Karachi, Sindh ",1178,2,75,2
9280,"Landhi , Karachi, Sindh ",2400,2,152,3
9281,"Landhi , Karachi, Sindh ",1700,3,108,3
9282,"Landhi , Karachi, Sindh ",1200,3,65,3
9285,"Landhi , Karachi, Sindh ",900,2,55,2
9287,"Landhi , Karachi, Sindh ",1560,2,85,2
9288,"Landhi , Karachi, Sindh ",883,2,44,2
9290,"Landhi , Karachi, Sindh ",2400,3,140,4
9291,"Landhi , Karachi, Sindh ",900,2,45,2
9292,"Landhi , Karachi, Sindh ",1030,2,49.35,2
9296,"Landhi , Karachi, Sindh ",1000,2,61,2
9298,"Landhi , Karachi, Sindh ",360,1,16.9,1
9299,"Landhi , Karachi, Sindh ",1862,3,120,3
9301,"Landhi , Karachi, Sindh ",2700,3,200,3
9303,"Landhi , Karachi, Sindh ",1047,2,91,2
9304,"Landhi , Karachi, Sindh ",1200,2,80,2
9305,"Landhi , Karachi, Sindh ",1420,2,75,3
9306,"Landhi , Karachi, Sindh ",1555,3,82,3
9307,"Landhi , Karachi, Sindh ",1140,2,58,2
9308,"Landhi , Karachi, Sindh ",698.5,1,28.57,1
9312,"Landhi , Karachi, Sindh ",1181,2,75,2
9315,"Landhi , Karachi, Sindh ",1000,2,60,2
9316,"Landhi , Karachi, Sindh ",1200,2,85,2
9318,"Landhi , Karachi, Sindh ",1570,3,110,3
9319,"Landhi , Karachi, Sindh ",1500,3,135,3
9322,"Landhi , Karachi, Sindh ",1870,3,138,3
9323,"Landhi , Karachi, Sindh ",2000,4,130,3
9324,"Landhi , Karachi, Sindh ",1230,2,79,2
9325,"Landhi , Karachi, Sindh ",1076,2,67,2
9326,"Landhi , Karachi, Sindh ",2400,7,125,7
9332,"Landhi , Karachi, Sindh ",1194,2,55,2
9337,"Landhi , Karachi, Sindh ",1250,2,82,2
9338,"Landhi , Karachi, Sindh ",1418,2,105,2
9339,"Landhi , Karachi, Sindh ",1200,2,65,2
9341,"Landhi , Karachi, Sindh ",1680,4,95,3
9342,"Landhi , Karachi, Sindh ",1232,2,74,2
9344,"Landhi , Karachi, Sindh ",525,1,27,1
9346,"Landhi , Karachi, Sindh ",435,1,21,1
9347,"Landhi , Karachi, Sindh ",1711,3,85.61,3
9348,"Landhi , Karachi, Sindh ",1250,2,98,2
9349,"Landhi , Karachi, Sindh ",1334,2,67,2
9353,"Landhi , Karachi, Sindh ",1200,2,62.5,2
9355,"Landhi , Karachi, Sindh ",4300,6,175,6
9356,"Landhi , Karachi, Sindh ",1000,2,60,2
9357,"Landhi , Karachi, Sindh ",1012,2,59,2
9358,"Landhi , Karachi, Sindh ",1200,2,69,2
9360,"Landhi , Karachi, Sindh ",600,2,39,2
9361,"Landhi , Karachi, Sindh ",1147,2,60,2
9363,"Landhi , Karachi, Sindh ",1240,2,65,3
9366,"Landhi , Karachi, Sindh ",1355,2,67,2
9368,"Landhi , Karachi, Sindh ",946,2,45,2
9369,"Landhi , Karachi, Sindh ",1752.12,3,133,3
9370,"Landhi , Karachi, Sindh ",6000,8,220,8
9371,"Landhi , Karachi, Sindh ",1540,3,85,3
9372,"Landhi , Karachi, Sindh ",665,1,32,1
9373,"Landhi , Karachi, Sindh ",1665,3,110,3
9374,"Landhi , Karachi, Sindh ",1145,2,54,2
9375,"Landhi , Karachi, Sindh ",1693,3,125,3
9376,"Landhi , Karachi, Sindh ",2456,3,220,3
9380,"Lyari , Karachi, Sindh ",3035,5,271,3
9381,"Lyari , Karachi, Sindh ",750,1,25.5,1
9382,"Lyari , Karachi, Sindh ",1200,3,67.77,3
9383,"Lyari , Karachi, Sindh ",1500,2,78,3
9384,"Lyari , Karachi, Sindh ",1230,2,66.25,2
9385,"Lyari , Karachi, Sindh ",780,1,55,1
9386,"Lyari , Karachi, Sindh ",1220,2,80,2
9387,"Lyari , Karachi, Sindh ",5000,4,290,4
9390,"Lyari , Karachi, Sindh ",1090,2,59.8,2
9391,"Lyari , Karachi, Sindh ",1922,3,106,3
9392,"Lyari , Karachi, Sindh ",1749,3,117,3
9393,"Lyari , Karachi, Sindh ",1691,3,104,3
9396,"Lyari , Karachi, Sindh ",1750,3,130,3
9397,"Lyari , Karachi, Sindh ",1450,3,100,3
9398,"Lyari , Karachi, Sindh ",1810,3,126,3
9399,"Lyari , Karachi, Sindh ",1246,2,62.3,2
9400,"Lyari , Karachi, Sindh ",1420,3,85,3
9401,"Lyari , Karachi, Sindh ",2658,5,187,4
9402,"Lyari , Karachi, Sindh ",1450,2,89.6,3
9403,"Lyari , Karachi, Sindh ",2254,3,170,3
9406,"Lyari , Karachi, Sindh ",1868,3,113,3
9407,"Lyari , Karachi, Sindh ",2300,4,200,4
9408,"Lyari , Karachi, Sindh ",1351,2,77,2
9409,"Lyari , Karachi, Sindh ",1636,3,119,3
9411,"Lyari , Karachi, Sindh ",418,1,12,1
9414,"Lyari , Karachi, Sindh ",1295,2,95,2
9415,"Lyari , Karachi, Sindh ",1098,2,74,2
9420,"Lyari , Karachi, Sindh ",1125,2,58,2
9422,"Lyari , Karachi, Sindh ",1205,2,75,2
9425,"Lyari , Karachi, Sindh ",1200,2,62,2
9427,"Lyari , Karachi, Sindh ",1139,2,60,2
9432,"Lyari , Karachi, Sindh ",1000,1,75,2
9433,"Lyari , Karachi, Sindh ",1254,2,70,3
9436,"Lyari , Karachi, Sindh ",1100,2,55,2
9438,"Lyari , Karachi, Sindh ",1071,2,62,2
9439,"Lyari , Karachi, Sindh ",1123,2,56,2
9440,"Lyari , Karachi, Sindh ",1884,3,98,3
9441,"Lyari , Karachi, Sindh ",1145,2,75,2
9443,"Lyari , Karachi, Sindh ",950,2,55,2
9447,"Lyari , Karachi, Sindh ",2111,4,120,3
9448,"Lyari , Karachi, Sindh ",700,1,35,2
9452,"Lyari , Karachi, Sindh ",1058,2,85,2
9453,"Lyari , Karachi, Sindh ",1350,2,80.99,3
9454,"Lyari , Karachi, Sindh ",1200,2,75,3
9455,"Lyari , Karachi, Sindh ",1100,2,85,2
9456,"Lyari , Karachi, Sindh ",680,1,32.64,1
9457,"Lyari , Karachi, Sindh ",502,1,25,1
9458,"Lyari , Karachi, Sindh ",3339,3,250,3
9459,"Lyari , Karachi, Sindh ",1475,2,74,3
9460,"Lyari , Karachi, Sindh ",4400,4,350,5
9461,"Lyari , Karachi, Sindh ",1559,3,120,3
9462,"Lyari , Karachi, Sindh ",1550,2,79,3
9463,"Lyari , Karachi, Sindh ",710,2,40,1
9464,"Lyari , Karachi, Sindh ",1500,2,78.25,3
9465,"Lyari , Karachi, Sindh ",3122,6,237,4
9466,"Lyari , Karachi, Sindh ",2061,3,175,3
9467,"Lyari , Karachi, Sindh ",2425,7,140,7
9468,"Lyari , Karachi, Sindh ",1031,2,55,2
9469,"Lyari , Karachi, Sindh ",1210,2,74,2
9471,"Lyari , Karachi, Sindh ",1418,2,105,2
9472,"Lyari , Karachi, Sindh ",1200,2,65,2
9473,"Lyari , Karachi, Sindh ",1700,3,95,3
9478,"Lyari , Karachi, Sindh ",1300,2,75,3
9484,"Lyari , Karachi, Sindh ",1200,3,96.25,3
9486,"Lyari , Karachi, Sindh ",1706,3,135,3
9488,"Lyari , Karachi, Sindh ",1745,3,100,3
9492,"Lyari , Karachi, Sindh ",1230,2,65,2
9493,"Lyari , Karachi, Sindh ",2257,3,159,3
9494,"Lyari , Karachi, Sindh ",1246,2,65.4,2
9495,"Lyari , Karachi, Sindh ",1440,4,88,4
9496,"Lyari , Karachi, Sindh ",1175,2,69,2
9498,"Lyari , Karachi, Sindh ",2250,3,113,3
9499,"Lyari , Karachi, Sindh ",825,1,44.9,1
9501,"Lyari , Karachi, Sindh ",1113.12,2,55,2
9502,"Lyari , Karachi, Sindh ",540,1,16.5,1
9504,"Lyari , Karachi, Sindh ",1194,2,71.64,2
9505,"Lyari , Karachi, Sindh ",1108,2,67.15,2
9506,"Lyari , Karachi, Sindh ",700,2,34.99,2
9509,"Lyari , Karachi, Sindh ",600,1,43,1
9511,"Lyari , Karachi, Sindh ",1200,2,75,3
9512,"Lyari , Karachi, Sindh ",985,2,55,2
9513,"Lyari , Karachi, Sindh ",982,2,55,2
9514,"Lyari , Karachi, Sindh ",600,1,20,1
9515,"Lyari , Karachi, Sindh ",2640,5,142,3
9516,"Lyari , Karachi, Sindh ",1314,2,68.8,2
9518,"Lyari , Karachi, Sindh ",1077,2,93,2
9524,"Lyari , Karachi, Sindh ",1548.3,4,129,4
9525,"Lyari , Karachi, Sindh ",1148,2,59,2
9530,"Lyari , Karachi, Sindh ",1762,3,112,3
9531,"Lyari , Karachi, Sindh ",2000,6,85,6
9532,"Lyari , Karachi, Sindh ",1138,2,110,2
9533,"Lyari , Karachi, Sindh ",1200,2,66.5,3
9534,"Lyari , Karachi, Sindh ",1200,2,76,2
9536,"Lyari , Karachi, Sindh ",750,1,52.5,1
9537,"Lyari , Karachi, Sindh ",1475,3,78,3
9538,"Lyari , Karachi, Sindh ",900,2,65,2
9544,"Lyari , Karachi, Sindh ",1498,3,95,3
9546,"Lyari , Karachi, Sindh ",1236,2,61.33,2
9547,"Lyari , Karachi, Sindh ",525,2,27,1
9550,"Lyari , Karachi, Sindh ",1312,2,69,2
9551,"Lyari , Karachi, Sindh ",1449,3,90,3
9552,"Lyari , Karachi, Sindh ",1090,2,54,2
9553,"Lyari , Karachi, Sindh ",1200,2,78,2
9554,"Lyari , Karachi, Sindh ",1290,2,80,2
9557,"Lyari , Karachi, Sindh ",1655,3,113,3
9558,"Lyari , Karachi, Sindh ",2805,5,160,4
9566,"Lyari , Karachi, Sindh ",1380,2,95,3
9567,"Lyari , Karachi, Sindh ",1620,3,110,3
9569,"Lyari , Karachi, Sindh ",1750,3,170,3
9570,"Lyari , Karachi, Sindh ",997,3,55,3
9571,"Lyari , Karachi, Sindh ",5000,4,465,4
9572,"Lyari , Karachi, Sindh ",1665,3,86.58,3
9573,"Lyari , Karachi, Sindh ",1414,2,84.18,2
9574,"Lyari , Karachi, Sindh ",712,1,38.44,1
9575,"Lyari , Karachi, Sindh ",900,2,55,2
9576,"Lyari , Karachi, Sindh ",2582,5,250,3
9579,"Lyari , Karachi, Sindh ",1274,2,81,2
9581,"Lyari , Karachi, Sindh ",1670,3,160,3
9587,"Lyari , Karachi, Sindh ",602,1,26,1
9588,"Lyari , Karachi, Sindh ",1710,3,100,3
9590,"Lyari , Karachi, Sindh ",1949,3,133,3
9592,"Lyari , Karachi, Sindh ",905,2,50,2
9593,"Lyari , Karachi, Sindh ",1605,3,105,3
9594,"Lyari , Karachi, Sindh ",1290,2,73,2
9595,"Lyari , Karachi, Sindh ",1100,2,60,2
9596,"Lyari , Karachi, Sindh ",2100,6,92,6
9597,"Lyari , Karachi, Sindh ",995,2,49.8,2
